文件路径,组件类型,父组件,导入的API函数,URL,说明,来自子组件,子组件路径,导入的组件,是否有API调用
"yxxt_lc_index","1级路由","","get","/platform/v3/file/attachment/get","删除数据@param {} paramsexport function remove(params) {return request({url: SYSTEM_URL() + '/file/attachment/remove',method: 'post',isLoading: true,params: params})}获取数据@param {} params","Zdata.js","/views/modules/yxxt/components/Zdata.js","Zdata.js","是"
"yxxt_lc_index","1级路由","","transfer","/platform/v3/file/attachment/transfer","获取数据@param {} paramsexport function get(params) {return request({url: SYSTEM_URL() + '/file/attachment/get',method: 'get',params})}获取数据(通过ID转换为名称)@param {} params","Zdata.js","/views/modules/yxxt/components/Zdata.js","Zdata.js","是"
"yxxt_lc_index","1级路由","","uploadFile","/platform/v3/file/upload","文件上传@param {} file@param {} uploadFileVo","Zdata.js","/views/modules/yxxt/components/Zdata.js","Zdata.js","是"
"yxxt_lc_index","1级路由","","queryPageList","/platform/v3/file/attachment/query","查询列表数据@param {} params","Zdata.js","/views/modules/yxxt/components/Zdata.js","Zdata.js","是"
"yxxt_lc_index","1级路由","","getXshjbl","/yxxt/v3/yxWsyxXshjbl/getXshjbl","getXshjbl","Zdata.js","/views/modules/yxxt/components/Zdata.js","Zdata.js","是"
"yxxt_lc_index","1级路由","","saveAppXsHjbl","/yxxt/v3/yxWsyxXshjbl/saveAppXsHjbl","saveAppXsHjbl","Zdata.js","/views/modules/yxxt/components/Zdata.js","Zdata.js","是"
"yxxt_lc_index","1级路由","","getSslFjCxtj","/ssgl/v3''/yxfwSsgn/xsxf/getSslFjCxtj","getSslFjCxtj","Zdata.js","/views/modules/yxxt/components/Zdata.js","Zdata.js","是"
"yxxt_lc_index","1级路由","","getSslFj","/ssgl/v3''/yxfwSsgn/xsxf/getSslFj","getSslFj","Zdata.js","/views/modules/yxxt/components/Zdata.js","Zdata.js","是"
"yxxt_lc_index","1级路由","","getSslFjCw","/ssgl/v3''/yxfwSsgn/xsxf/getSslFjCw","getSslFjCw","Zdata.js","/views/modules/yxxt/components/Zdata.js","Zdata.js","是"
"yxxt_lc_index","1级路由","","saveSsgn","/ssgl/v3''/yxfwSsgn/xsxf/save","saveSsgn","Zdata.js","/views/modules/yxxt/components/Zdata.js","Zdata.js","是"
"yxxt_lc_index","1级路由","","getxsxf","/ssgl/v3''/yxfwSsgn/xsxf/get","getxsxf","Zdata.js","/views/modules/yxxt/components/Zdata.js","Zdata.js","是"
"yxxt_lc_index","1级路由","","saveAppXsHjbl","/yxxt/v3/yxWsyxXshjbl/saveAppXsHjbl","saveAppXsHjbl","Zdata.js","/views/modules/yxxt/components/Zdata.js","Zdata.js","是"
"yxxt_lc_index","1级路由","","getZsfsApp","/yxxt/v3/yxWsyxZsfs/getZsfsApp","getZsfsApp","Zdata.js","/views/modules/yxxt/components/Zdata.js","Zdata.js","是"
"yxxt_lc_index","1级路由","","saveWsyxZsfs","/yxxt/v3/yxWsyxZsfs/save","saveWsyxZsfs","Zdata.js","/views/modules/yxxt/components/Zdata.js","Zdata.js","是"
"yxxt_lc_index","1级路由","","saveXszdxxApp","/yxxt/v3/yxWsyxXszdxx/saveXszdxxApp","saveXszdxxApp","Zdata.js","/views/modules/yxxt/components/Zdata.js","Zdata.js","是"
"yxxt_lc_index","1级路由","","getXszdxxApp","/yxxt/v3/yxWsyxXszdxx/getXszdxxApp","getXszdxxApp","Zdata.js","/views/modules/yxxt/components/Zdata.js","Zdata.js","是"
"yxxt_lc_index","1级路由","","scXsSsJfmx","/yxxt/v3/yxWsyxXshjbl/scXsSsJfmx","scXsSsJfmx","Zdata.js","/views/modules/yxxt/components/Zdata.js","Zdata.js","是"
"yxxt_lc_index","1级路由","","findByTypeKey","/platform/v3/cat/dictionary/findByTypeKey","findByTypeKey","Zdata.js","/views/modules/yxxt/components/Zdata.js","Zdata.js","是"
"yxxt_lc_index","1级路由","","getDormInfo","/ssgl/v3''/yxfwSsgn/ssfp/get","getDormInfo","Zdata.js","/views/modules/yxxt/components/Zdata.js","Zdata.js","是"
"yxxt_lc_index","1级路由","","getSslFjCw","/ssgl/v3''/yxfwSsgn/ssfp/getSslFjCw","getSslFjCw","Zdata.js","/views/modules/yxxt/components/Zdata.js","Zdata.js","是"
"yxxt_lc_index","1级路由","","get","/platform/v3/file/attachment/get","删除数据@param {} paramsexport function remove(params) {return request({url: SYSTEM_URL() + '/file/attachment/remove',method: 'post',isLoading: true,params: params})}获取数据@param {} params","Zdata.js","/views/modules/yxxt/components/Zdata.js","Zdata.js","是"
"yxxt_lc_index","1级路由","","transfer","/platform/v3/file/attachment/transfer","获取数据@param {} paramsexport function get(params) {return request({url: SYSTEM_URL() + '/file/attachment/get',method: 'get',params})}获取数据(通过ID转换为名称)@param {} params","Zdata.js","/views/modules/yxxt/components/Zdata.js","Zdata.js","是"
"yxxt_lc_index","1级路由","","uploadFile","/platform/v3/file/upload","文件上传@param {} file@param {} uploadFileVo","Zdata.js","/views/modules/yxxt/components/Zdata.js","Zdata.js","是"
"yxxt_lc_index","1级路由","","queryPageList","/platform/v3/file/attachment/query","查询列表数据@param {} params","Zdata.js","/views/modules/yxxt/components/Zdata.js","Zdata.js","是"
"yxxt_lc_index","1级路由","","saveAppXsHjbl","/yxxt/v3/yxWsyxXshjbl/saveAppXsHjbl","saveAppXsHjbl","Zdata.js","/views/modules/yxxt/components/Zdata.js","Zdata.js","是"
"yxxt_lc_index","1级路由","","getXsJfqkList","/yxxt/v3/yxXsxx/getXsJfqkList","getXsJfqkList","Zdata.js","/views/modules/yxxt/components/Zdata.js","Zdata.js","是"
"yxxt_lc_index","1级路由","","getXsWsyxHjblList","/yxxt/v3/yxWsyxXshjbl/getXsWsyxHjblList","getXsWsyxHjblList","Zdata.js","/views/modules/yxxt/components/Zdata.js","Zdata.js","是"
"yxxt_lc_index","1级路由","","saveAppXsHjbl","/yxxt/v3/yxWsyxXshjbl/saveAppXsHjbl","saveAppXsHjbl","Zdata.js","/views/modules/yxxt/components/Zdata.js","Zdata.js","是"
"yxxt_lc_index","1级路由","","findXszzyWsyxXshjbl","/yxxt/v3/yxYxblXszzy/findXszzyWsyxXshjbl","findXszzyWsyxXshjbl","Zdata.js","/views/modules/yxxt/components/Zdata.js","Zdata.js","是"
"yxxt_lc_index","1级路由","","submitForTrialOnlyApp","/yxxt/v3/yxYxblXszzy/submitForTrialOnlyApp","submitForTrialOnlyApp","Zdata.js","/views/modules/yxxt/components/Zdata.js","Zdata.js","是"
"yxxt_lc_index","1级路由","","saveAppXsHjbl","/yxxt/v3/yxWsyxXshjbl/saveAppXsHjbl","saveAppXsHjbl","Zdata.js","/views/modules/yxxt/components/Zdata.js","Zdata.js","是"
"yxxt_lc_index","1级路由","","queryYxListByJwJx01Id","/yxxt/v3/yxYxblXszzyFwsz/queryYxListByJwJx01Id","queryYxListByJwJx01Id","Zdata.js","/views/modules/yxxt/components/Zdata.js","Zdata.js","是"
"yxxt_lc_index","1级路由","","queryZyListByJwJx01Id","/yxxt/v3/yxYxblXszzyFwsz/queryZyListByJwJx01Id","queryZyListByJwJx01Id","Zdata.js","/views/modules/yxxt/components/Zdata.js","Zdata.js","是"
"yxxt_lc_index","1级路由","","getYzyjj","/yxxt/v3/yxYxblXszzyZyjs/getByJwJx01Id","getYzyjj","Zdata.js","/views/modules/yxxt/components/Zdata.js","Zdata.js","是"
"yxxt_lc_index","1级路由","","xgJczyXx0301","/jczy/v3/xgJczyXx0301/view","xgJczyXx0301","Zdata.js","/views/modules/yxxt/components/Zdata.js","Zdata.js","是"
"yxxt_lc_index","1级路由","","xgJczyJx01","/jczy/v3/xgJczyJx01/view","xgJczyJx01","Zdata.js","/views/modules/yxxt/components/Zdata.js","Zdata.js","是"
"yxxt_lc_index","1级路由","","get","/platform/v3/file/attachment/get","删除数据@param {} paramsexport function remove(params) {return request({url: SYSTEM_URL() + '/file/attachment/remove',method: 'post',isLoading: true,params: params})}获取数据@param {} params","Zdata.js","/views/modules/yxxt/components/Zdata.js","Zdata.js","是"
"yxxt_lc_index","1级路由","","remove","/platform/v3/file/attachment/remove","查询列表数据@param {} paramsexport function queryPageList(params) {return request({url: SYSTEM_URL() + '/file/attachment/query',method: 'post',data: params})}删除数据@param {} params","Zdata.js","/views/modules/yxxt/components/Zdata.js","Zdata.js","是"
"yxxt_lc_index","1级路由","","transfer","/platform/v3/file/attachment/transfer","获取数据@param {} paramsexport function get(params) {return request({url: SYSTEM_URL() + '/file/attachment/get',method: 'get',params})}获取数据(通过ID转换为名称)@param {} params","Zdata.js","/views/modules/yxxt/components/Zdata.js","Zdata.js","是"
"yxxt_lc_index","1级路由","","uploadFile","/platform/v3/file/upload","文件上传@param {} file@param {} uploadFileVo","Zdata.js","/views/modules/yxxt/components/Zdata.js","Zdata.js","是"
"yxxt_lc_index","1级路由","","queryPageList","/platform/v3/file/attachment/query","查询列表数据@param {} params","Zdata.js","/views/modules/yxxt/components/Zdata.js","Zdata.js","是"
"yxxt_lc_index","1级路由","","findByCategoryKey","/platform/v3/cat/type/findByCategoryKey","根据分类组键获取分类信息@param {} paramsexport function findTreeData(params) {return request({url: CAT_URL() + '/cat/type/findTreeData',method: 'get',params})}根据分类组键获取分类信息@param {} params","Zdata.js","/views/modules/yxxt/components/Zdata.js","Zdata.js","是"
"yxxt_lc_index","1级路由","","getfjbzApp","/yxxt/v3/yxWsyxXsfjbz/getFjbzXsApp","getfjbzApp","Zdata.js","/views/modules/yxxt/components/Zdata.js","Zdata.js","是"
"yxxt_lc_index","1级路由","","saveFjbzXsApp","/yxxt/v3/yxWsyxXsfjbz/saveFjbzXsApp","saveFjbzXsApp","Zdata.js","/views/modules/yxxt/components/Zdata.js","Zdata.js","是"
"yxxt_lc_index","1级路由","","getWjdcList","/yxxt/v3/yxWsyxXswjda/getXsWjdcByWsyxHjbl","getWjdcList","Zdata.js","/views/modules/yxxt/components/Zdata.js","Zdata.js","是"
"yxxt_lc_index","1级路由","","saveAppWjdc","/yxxt/v3/yxWsyxXswjda/saveAppWjdc","saveAppWjdc","Zdata.js","/views/modules/yxxt/components/Zdata.js","Zdata.js","是"
"yxxt_lc_index","1级路由","","getZlsjData","/yxxt/v3/yxWsyxZlsj/getXsZlsjByWsyxHjbl","getZlsjData","Zdata.js","/views/modules/yxxt/components/Zdata.js","Zdata.js","是"
"yxxt_lc_index","1级路由","","saveZlsjApp","/yxxt/v3/yxWsyxZlsj/saveAppZlsj","saveZlsjApp","Zdata.js","/views/modules/yxxt/components/Zdata.js","Zdata.js","是"
"yxxt_lc_index","1级路由","","get","/platform/v3/file/attachment/get","删除数据@param {} paramsexport function remove(params) {return request({url: SYSTEM_URL() + '/file/attachment/remove',method: 'post',isLoading: true,params: params})}获取数据@param {} params","Zdata.js","/views/modules/yxxt/components/Zdata.js","Zdata.js","是"
"yxxt_lc_index","1级路由","","remove","/platform/v3/file/attachment/remove","查询列表数据@param {} paramsexport function queryPageList(params) {return request({url: SYSTEM_URL() + '/file/attachment/query',method: 'post',data: params})}删除数据@param {} params","Zdata.js","/views/modules/yxxt/components/Zdata.js","Zdata.js","是"
"yxxt_lc_index","1级路由","","transfer","/platform/v3/file/attachment/transfer","获取数据@param {} paramsexport function get(params) {return request({url: SYSTEM_URL() + '/file/attachment/get',method: 'get',params})}获取数据(通过ID转换为名称)@param {} params","Zdata.js","/views/modules/yxxt/components/Zdata.js","Zdata.js","是"
"yxxt_lc_index","1级路由","","uploadFile","/platform/v3/file/upload","文件上传@param {} file@param {} uploadFileVo","Zdata.js","/views/modules/yxxt/components/Zdata.js","Zdata.js","是"
"yxxt_lc_index","1级路由","","queryPageList","/platform/v3/file/attachment/query","查询列表数据@param {} params","Zdata.js","/views/modules/yxxt/components/Zdata.js","Zdata.js","是"
"yxxt_lc_index","1级路由","","findByCategoryKey","/platform/v3/cat/type/findByCategoryKey","根据分类组键获取分类信息@param {} paramsexport function findTreeData(params) {return request({url: CAT_URL() + '/cat/type/findTreeData',method: 'get',params})}根据分类组键获取分类信息@param {} params","Zdata.js","/views/modules/yxxt/components/Zdata.js","Zdata.js","是"
"hjshIndex","1级路由","","findByTypeKey","/platform/v3/cat/dictionary/findByTypeKey","findByTypeKey","","","index, detail","是"
"hjshIndex","1级路由","","queryJczyXx0103","/jczy/v3/xgJczyXx0103/view","queryJczyXx0103","","","index, detail","是"
"hjshIndex","1级路由","","xgJczyXx0301","/jczy/v3/xgJczyXx0301/view","xgJczyXx0301","","","index, detail","是"
"hjshIndex","1级路由","","xgJczyJx01","/jczy/v3/xgJczyJx01/view","xgJczyJx01","","","index, detail","是"
"hjshIndex","1级路由","","xgJczyXx04","/jczy/v3/xgJczyXx04/view","xgJczyXx04","","","index, detail","是"
"hjshIndex","1级路由","","hjshQuery","/yxxt/v3/yxWsyxHjsq/query","hjshQuery","","","index, detail","是"
"hjshIndex","1级路由","","shHjsq","/yxxt/v3/yxWsyxHjsq/shHjsq","shHjsq","detail","/views/modules/yxxt/hjsh/detail.vue","index, detail","是"
"hjshIndex","1级路由","","findByTypeKey","/platform/v3/cat/dictionary/findByTypeKey","findByTypeKey","detail","/views/modules/yxxt/hjsh/detail.vue","index, detail","是"
"hjshIndex","1级路由","","get","/platform/v3/file/attachment/get","删除数据@param {} paramsexport function remove(params) {return request({url: SYSTEM_URL() + '/file/attachment/remove',method: 'post',isLoading: true,params: params})}获取数据@param {} params","detail","/views/modules/yxxt/hjsh/detail.vue","index, detail","是"
"hjshIndex","1级路由","","remove","/platform/v3/file/attachment/remove","查询列表数据@param {} paramsexport function queryPageList(params) {return request({url: SYSTEM_URL() + '/file/attachment/query',method: 'post',data: params})}删除数据@param {} params","detail","/views/modules/yxxt/hjsh/detail.vue","index, detail","是"
"hjshIndex","1级路由","","transfer","/platform/v3/file/attachment/transfer","获取数据@param {} paramsexport function get(params) {return request({url: SYSTEM_URL() + '/file/attachment/get',method: 'get',params})}获取数据(通过ID转换为名称)@param {} params","detail","/views/modules/yxxt/hjsh/detail.vue","index, detail","是"
"hjshIndex","1级路由","","uploadFile","/platform/v3/file/upload","文件上传@param {} file@param {} uploadFileVo","detail","/views/modules/yxxt/hjsh/detail.vue","index, detail","是"
"hjshIndex","1级路由","","queryPageList","/platform/v3/file/attachment/query","查询列表数据@param {} params","detail","/views/modules/yxxt/hjsh/detail.vue","index, detail","是"
"hjshIndex","1级路由","","findByCategoryKey","/platform/v3/cat/type/findByCategoryKey","根据分类组键获取分类信息@param {} paramsexport function findTreeData(params) {return request({url: CAT_URL() + '/cat/type/findTreeData',method: 'get',params})}根据分类组键获取分类信息@param {} params","detail","/views/modules/yxxt/hjsh/detail.vue","index, detail","是"
"xszgscsh","1级路由","","queryRxnj","/yxxt/v3/yxYxfwPc/queryRxnj","queryRxnj","","","dsh, shhistory","是"
"xszgscsh","1级路由","","getYxpcByRxnj","/yxxt/v3/yxYxfwPc/getYxpcByRxnj","getYxpcByRxnj","","","dsh, shhistory","是"
"xszgscsh","1级路由","","xgJczyXx0301","/jczy/v3/xgJczyXx0301/view","xgJczyXx0301","","","dsh, shhistory","是"
"xszgscsh","1级路由","","xgJczyJx01","/jczy/v3/xgJczyJx01/view","xgJczyJx01","","","dsh, shhistory","是"
"xszgscsh","1级路由","","xgJczyXx04","/jczy/v3/xgJczyXx04/view","xgJczyXx04","","","dsh, shhistory","是"
"xszgscsh","1级路由","","queryJczyXx0103","/jczy/v3/xgJczyXx0103/view","queryJczyXx0103","","","dsh, shhistory","是"
"xszgscsh","1级路由","","findByTypeKey","/platform/v3/cat/dictionary/findByTypeKey","findByTypeKey","","","dsh, shhistory","是"
"xszgscsh","1级路由","","yxWsyxXszgscList","/yxxt/v3/yxWsyxXszgsc/query","yxWsyxXszgscList","dsh","/views/modules/yxxt/xszgscsh/components/dsh.vue","dsh, shhistory","是"
"xszgscsh","1级路由","","yxWsyxXszgscList","/yxxt/v3/yxWsyxXszgsc/query","yxWsyxXszgscList","shhistory","/views/modules/yxxt/xszgscsh/components/shhistory.vue","dsh, shhistory","是"
"xszgscDetail","1级路由","","getYxxsxx","/yxxt/v3/yxXsxx/get","getYxxsxx","","","index","是"
"xszgscDetail","1级路由","","shXszgsc","/yxxt/v3/yxWsyxXszgsc/shXszgsc","shXszgsc","","","index","是"
"xszgscDetail","1级路由","","get","/platform/v3/file/attachment/get","删除数据@param {} paramsexport function remove(params) {return request({url: SYSTEM_URL() + '/file/attachment/remove',method: 'post',isLoading: true,params: params})}获取数据@param {} params","index","/business/platform/file/uploader/index.vue","index","是"
"xszgscDetail","1级路由","","remove","/platform/v3/file/attachment/remove","查询列表数据@param {} paramsexport function queryPageList(params) {return request({url: SYSTEM_URL() + '/file/attachment/query',method: 'post',data: params})}删除数据@param {} params","index","/business/platform/file/uploader/index.vue","index","是"
"xszgscDetail","1级路由","","transfer","/platform/v3/file/attachment/transfer","获取数据@param {} paramsexport function get(params) {return request({url: SYSTEM_URL() + '/file/attachment/get',method: 'get',params})}获取数据(通过ID转换为名称)@param {} params","index","/business/platform/file/uploader/index.vue","index","是"
"xszgscDetail","1级路由","","uploadFile","/platform/v3/file/upload","文件上传@param {} file@param {} uploadFileVo","index","/business/platform/file/uploader/index.vue","index","是"
"xszgscDetail","1级路由","","queryPageList","/platform/v3/file/attachment/query","查询列表数据@param {} params","index","/business/platform/file/uploader/index.vue","index","是"
"xszgscDetail","1级路由","","findByCategoryKey","/platform/v3/cat/type/findByCategoryKey","根据分类组键获取分类信息@param {} paramsexport function findTreeData(params) {return request({url: CAT_URL() + '/cat/type/findTreeData',method: 'get',params})}根据分类组键获取分类信息@param {} params","index","/business/platform/file/uploader/index.vue","index","是"
"xszgscDetail","1级路由","","get","/platform/v3/file/attachment/get","删除数据@param {} paramsexport function remove(params) {return request({url: SYSTEM_URL() + '/file/attachment/remove',method: 'post',isLoading: true,params: params})}获取数据@param {} params","index","/business/platform/file/image/index.vue","index","是"
"xszgscDetail","1级路由","","transfer","/platform/v3/file/attachment/transfer","获取数据@param {} paramsexport function get(params) {return request({url: SYSTEM_URL() + '/file/attachment/get',method: 'get',params})}获取数据(通过ID转换为名称)@param {} params","index","/business/platform/file/image/index.vue","index","是"
"xszgscDetail","1级路由","","uploadFile","/platform/v3/file/upload","文件上传@param {} file@param {} uploadFileVo","index","/business/platform/file/image/index.vue","index","是"
"xszgscDetail","1级路由","","queryPageList","/platform/v3/file/attachment/query","查询列表数据@param {} params","index","/business/platform/file/image/index.vue","index","是"
"xybm","1级路由","","queryHdbm","/xygl/v3/xyglHd/myQuery","queryHdbm","","","","是"
"hdDetail","1级路由","xybm","getHdDetail","/xygl/v3/xyglHd/get","getHdDetail","","","","是"
"hdDetail","1级路由","xybm","saveHd","/xygl/v3/xyglHdBm/save","saveHd","","","","是"
"xyrxsq","1级路由","","getStudentInfo","/system/v3/xgsys/user/context/getStudentInfo","getStudentInfo","","","index","是"
"xyrxsq","1级路由","","queryEnrolApply","/xygl/v3/xyglRxgl/myQuery","queryEnrolApply","","","index","是"
"xyrxsq","1级路由","","saveEnrolApply","/xygl/v3/xyglRxgl/save","saveEnrolApply","","","index","是"
"xyrxsq","1级路由","","viewProcInst","/system/v3/proc/inst/view","viewProcInst","index","/views/modules/component/QzbpsExamine/index.vue","index","是"
"applicationCenter","1级路由","hdsh","queryGrscList","/system/v3/xgsys/appRes/grsc/list","queryGrscList","","","","是"
"applicationCenter","1级路由","hdsh","subSysList","/system/v3/xgsys/appRes/subSysList","subSysList","","","","是"
"applicationCenter","1级路由","hdsh","listOnSubSys","/system/v3/xgsys/appRes/listOnSubSys","listOnSubSys","","","","是"
"myAppcollect","1级路由","","queryGrscList","/system/v3/xgsys/appRes/grsc/list","queryGrscList","","","","是"
"myAppcollect","1级路由","","subSysList","/system/v3/xgsys/appRes/subSysList","subSysList","","","","是"
"myAppcollect","1级路由","","listOnSubSys","/system/v3/xgsys/appRes/listOnSubSys","listOnSubSys","","","","是"
"myAppcollect","1级路由","","isMaxGrsc","/system/v3/xgsys/appRes/grsc/isMax","isMaxGrsc","","","","是"
"myAppcollect","1级路由","","saveGrsc","/system/v3/xgsys/appRes/grsc/save","saveGrsc","","","","是"
"myAppcollect","1级路由","","removeGrsc","/system/v3/xgsys/appRes/grsc/remove","removeGrsc","","","","是"
"myAppcollect","1级路由","","changeSnGrsc","/system/v3/xgsys/appRes/grsc/changeSn","changeSnGrsc","","","","是"
"noticeTzgg","1级路由","","queryTzflByRoleId","/zxzx/v3''/zxzxTzggxx/queryTzflByRoleId","queryTzflByRoleId","","","","是"
"noticeTzgg","1级路由","","queryByRoleIdTzggxx","/zxzx/v3''/zxzxTzggxx/queryByRoleId","queryByRoleIdTzggxx","","","","是"
"TzggDetail","1级路由","","getTzggxx","/zxzx/v3''/zxzxTzggxx/get","getTzggxx","","","index","是"
"TzggDetail","1级路由","","handleDjtj","/zxzx/v3''/zxzxTzggxxFwcs/handleDjtj","handleDjtj","","","index","是"
"TzggDetail","1级路由","","get","/platform/v3/file/attachment/get","删除数据@param {} paramsexport function remove(params) {return request({url: SYSTEM_URL() + '/file/attachment/remove',method: 'post',isLoading: true,params: params})}获取数据@param {} params","index","/business/platform/file/uploader/index.vue","index","是"
"TzggDetail","1级路由","","remove","/platform/v3/file/attachment/remove","查询列表数据@param {} paramsexport function queryPageList(params) {return request({url: SYSTEM_URL() + '/file/attachment/query',method: 'post',data: params})}删除数据@param {} params","index","/business/platform/file/uploader/index.vue","index","是"
"TzggDetail","1级路由","","transfer","/platform/v3/file/attachment/transfer","获取数据@param {} paramsexport function get(params) {return request({url: SYSTEM_URL() + '/file/attachment/get',method: 'get',params})}获取数据(通过ID转换为名称)@param {} params","index","/business/platform/file/uploader/index.vue","index","是"
"TzggDetail","1级路由","","uploadFile","/platform/v3/file/upload","文件上传@param {} file@param {} uploadFileVo","index","/business/platform/file/uploader/index.vue","index","是"
"TzggDetail","1级路由","","queryPageList","/platform/v3/file/attachment/query","查询列表数据@param {} params","index","/business/platform/file/uploader/index.vue","index","是"
"TzggDetail","1级路由","","findByCategoryKey","/platform/v3/cat/type/findByCategoryKey","根据分类组键获取分类信息@param {} paramsexport function findTreeData(params) {return request({url: CAT_URL() + '/cat/type/findTreeData',method: 'get',params})}根据分类组键获取分类信息@param {} params","index","/business/platform/file/uploader/index.vue","index","是"
"manageGlzt","1级路由","","queryTzflByRoleIdZtxx","/zxzx/v3''/zxzxZtxx/queryTzflByRoleId","queryTzflByRoleIdZtxx","","","","是"
"manageGlzt","1级路由","","queryByRoleIdZtxx","/zxzx/v3''/zxzxZtxx/queryByRoleId","queryByRoleIdZtxx","","","","是"
"GlztDetail","1级路由","","getZtxx","/zxzx/v3''/zxzxZtxx/get","getZtxx","","","","是"
"studentEvaluate","1级路由","","queryZhcpXsZpPcList","/zhcp/v3/zhcpPc/queryZhcpXsZpPcList","queryZhcpXsZpPcList","","","submit, zjcp, detail, editzjcp","是"
"studentEvaluate","1级路由","","undoAuditXszp","/zhcp/v3/zhcpZtcypf/withdrawZtcypf","undoAuditXszp","","","submit, zjcp, detail, editzjcp","是"
"studentEvaluate","1级路由","","getYjzbByPcAndZt","/zhcp/v3/zhcpYjzb/getYjzbByPcAndZt","getYjzbByPcAndZt","submit","/views/modules/zhcp/xszp/components/submit.vue","submit, zjcp, detail, editzjcp","是"
"studentEvaluate","1级路由","","getEjzbByPcZt","/zhcp/v3/zhcpEjzb/getEjzbByPcZt","getEjzbByPcZt","submit","/views/modules/zhcp/xszp/components/submit.vue","submit, zjcp, detail, editzjcp","是"
"studentEvaluate","1级路由","","zhcpZbxQuery","/zhcp/v3/zhcpZbx/query","zhcpZbxQuery","submit","/views/modules/zhcp/xszp/components/submit.vue","submit, zjcp, detail, editzjcp","是"
"studentEvaluate","1级路由","","sendZtcypf","/zhcp/v3/zhcpZtcypfShjl/sendZtcypf","sendZtcypf","submit","/views/modules/zhcp/xszp/components/submit.vue","submit, zjcp, detail, editzjcp","是"
"studentEvaluate","1级路由","","zhcpXszpZc","/zhcp/v3/zhcpZtcypf/zcZtcypf","zhcpXszpZc","submit","/views/modules/zhcp/xszp/components/submit.vue","submit, zjcp, detail, editzjcp","是"
"studentEvaluate","1级路由","","getZhcpXscjMx","/zhcp/v3/zhcpXs/getZhcpXscjMx","getZhcpXscjMx","submit","/views/modules/zhcp/xszp/components/submit.vue","submit, zjcp, detail, editzjcp","是"
"studentEvaluate","1级路由","","get","/platform/v3/file/attachment/get","删除数据@param {} paramsexport function remove(params) {return request({url: SYSTEM_URL() + '/file/attachment/remove',method: 'post',isLoading: true,params: params})}获取数据@param {} params","submit","/views/modules/zhcp/xszp/components/submit.vue","submit, zjcp, detail, editzjcp","是"
"studentEvaluate","1级路由","","remove","/platform/v3/file/attachment/remove","查询列表数据@param {} paramsexport function queryPageList(params) {return request({url: SYSTEM_URL() + '/file/attachment/query',method: 'post',data: params})}删除数据@param {} params","submit","/views/modules/zhcp/xszp/components/submit.vue","submit, zjcp, detail, editzjcp","是"
"studentEvaluate","1级路由","","transfer","/platform/v3/file/attachment/transfer","获取数据@param {} paramsexport function get(params) {return request({url: SYSTEM_URL() + '/file/attachment/get',method: 'get',params})}获取数据(通过ID转换为名称)@param {} params","submit","/views/modules/zhcp/xszp/components/submit.vue","submit, zjcp, detail, editzjcp","是"
"studentEvaluate","1级路由","","uploadFile","/platform/v3/file/upload","文件上传@param {} file@param {} uploadFileVo","submit","/views/modules/zhcp/xszp/components/submit.vue","submit, zjcp, detail, editzjcp","是"
"studentEvaluate","1级路由","","queryPageList","/platform/v3/file/attachment/query","查询列表数据@param {} params","submit","/views/modules/zhcp/xszp/components/submit.vue","submit, zjcp, detail, editzjcp","是"
"studentEvaluate","1级路由","","findByCategoryKey","/platform/v3/cat/type/findByCategoryKey","根据分类组键获取分类信息@param {} paramsexport function findTreeData(params) {return request({url: CAT_URL() + '/cat/type/findTreeData',method: 'get',params})}根据分类组键获取分类信息@param {} params","submit","/views/modules/zhcp/xszp/components/submit.vue","submit, zjcp, detail, editzjcp","是"
"studentEvaluate","1级路由","","get","/platform/v3/file/attachment/get","删除数据@param {} paramsexport function remove(params) {return request({url: SYSTEM_URL() + '/file/attachment/remove',method: 'post',isLoading: true,params: params})}获取数据@param {} params","zjcp","/views/modules/zhcp/xszp/components/zjcp.vue","submit, zjcp, detail, editzjcp","是"
"studentEvaluate","1级路由","","remove","/platform/v3/file/attachment/remove","查询列表数据@param {} paramsexport function queryPageList(params) {return request({url: SYSTEM_URL() + '/file/attachment/query',method: 'post',data: params})}删除数据@param {} params","zjcp","/views/modules/zhcp/xszp/components/zjcp.vue","submit, zjcp, detail, editzjcp","是"
"studentEvaluate","1级路由","","transfer","/platform/v3/file/attachment/transfer","获取数据@param {} paramsexport function get(params) {return request({url: SYSTEM_URL() + '/file/attachment/get',method: 'get',params})}获取数据(通过ID转换为名称)@param {} params","zjcp","/views/modules/zhcp/xszp/components/zjcp.vue","submit, zjcp, detail, editzjcp","是"
"studentEvaluate","1级路由","","uploadFile","/platform/v3/file/upload","文件上传@param {} file@param {} uploadFileVo","zjcp","/views/modules/zhcp/xszp/components/zjcp.vue","submit, zjcp, detail, editzjcp","是"
"studentEvaluate","1级路由","","queryPageList","/platform/v3/file/attachment/query","查询列表数据@param {} params","zjcp","/views/modules/zhcp/xszp/components/zjcp.vue","submit, zjcp, detail, editzjcp","是"
"studentEvaluate","1级路由","","findByCategoryKey","/platform/v3/cat/type/findByCategoryKey","根据分类组键获取分类信息@param {} paramsexport function findTreeData(params) {return request({url: CAT_URL() + '/cat/type/findTreeData',method: 'get',params})}根据分类组键获取分类信息@param {} params","zjcp","/views/modules/zhcp/xszp/components/zjcp.vue","submit, zjcp, detail, editzjcp","是"
